pa_album_id,raw_track_number,raw_track_title,raw_track_duration,is_subtrack,parent_track_number,is_bonus_track
9b25,1,School,,,,
9b25,2,Bloody Well Right,,,,
9b25,3,Hide in Your Shell,,,,
9b25,4,Asylum,,,,
9b25,5,Sister Moonshine,,,,
9b25,6,Just a Normal Day,,,,
9b25,7,Another Man's Woman,,,,
9b25,8,Lady,,,,
9b25,9,A - You're Adorable,,,,
9b25,10,Dreamer,,,,
9b25,11,Rudy,,,,
9b25,12,If Everyone Was Listening,,,,
9b25,13,Crime of the Century,,,,
9ddd,1,Killer,,,,
9ddd,2,House With No Door,,,,
9ddd,3,The Emperor In His War-Room,,,,
9ddd,a,) The Emperor,,,,
9ddd,b,) The Room,,,,
9ddd,4,Lost,,,,
9ddd,a,) The Dance In Sand And Sea,,,,
9ddd,b,) The Dance In The Frost,,,,
9ddd,5,Pioneers Over C.,,,,
9ddd,6,Squid 1 / Squid 2 / Octopus,,,,
9ddd,7,The Emperor In His War-Room (first version),,,,
a02d,1,Thick as a Brick - Part 1,,,,
a02d,2,Thick as a Brick - Part 2,,,,
a02d,3,Thick as a Brick (live at Madison Square Garden 1978),,,,
a02d,4,"Interview with Ian Anderson, Martin Barre and Jeffrey Hammond",,,,
a125,1,Ur vilande,,,,
a125,2,Sorgmantel,,,,
a125,3,Sn�rdom,,,,
a125,4,L�ngtans klocka,,,,
a50e,1,By the Banks,,,,
a50e,2,Five Rooms,,,,
a50e,3,Naiad Dreams,,,,
a50e,4,Merry Macabre,,,,
aa1b,1,Eskaton,,,,
aa1b,2,Attente,,,,
aa1b,3,�coute,,,,
aa1b,4,Piti�,,,,
aa1b,5,Le cri,,,,
aa1b,5,Les chutes du Sanzu,,,,
aa1b,6,La horde,,,,
aa1b,7,La nuit,,,,
aa1b,8,Le gros d�lire,,,,
adc1,1,Silver Dagger,,,,
adc1,2,This Is My Song,,,,
adc1,3,Marlene,,,,
adc1,4,Strangers In The Dawn,,,,
adc1,5,I'm Leaving,,,,
adc1,6,Andromeda Rising,,,,
adc1,7,Sometimes I'm A Woman,,,,
adc1,8,Two Different Drummers,,,,
adc1,9,Giving All My Love,,,,
b27c,1,Jordr�k (Earth Smoke),,,,
b27c,2,Vandringar I Vilsenhet (Wanderings in Confusion),,,,
b27c,3,Ifr�n Klarhet Till Klarhet (From Clarity to Clarity),,,,
b27c,4,Kung Bore (King Winter),,,,
b27c,5,G�ngl�t Fr�n Knapptibble (Marching Tune from Knapptibble),,,,
b6ed,1,Lumpy Gravy Part One,,,,
b6ed,a,"The Way I See It, Barry",,,,
b6ed,b,Duodenum,,,,
b6ed,c,Oh No,,,,
b6ed,d,Bit of Nostalgia,,,,
b6ed,e,It's from Kansas,,,,
b6ed,f,Bored Out 90 Over,,,,
b6ed,g,Almost Chinese,,,,
b6ed,h,Switching Girls,,,,
b6ed,i,Oh No Again,,,,
b6ed,j,At the Gas Station,,,,
b6ed,k,Another Pickup,,,,
b6ed,l,I Don't Know If I Can Go Through This Again,,,,
b6ed,2,Lumpy Gravy Part Two,,,,
b6ed,a,Very Distraughtening,,,,
b6ed,b,White Ugliness,,,,
b6ed,c,Amen,,,,
b6ed,d,Just One More Time,,,,
b6ed,e,A Vicious Circle,,,,
b6ed,f,King Kong,,,,
b6ed,g,Drums Are Too Noisy,,,,
b6ed,h,Kangaroos,,,,
b6ed,i,Envelops the Bath Tub,,,,
b6ed,j,Take Your Clothes Off,,,,
b9d0,1,"Shine on You Crazy Diamond, Parts 1-5",,,,
b9d0,2,Welcome to the Machine,,,,
b9d0,3,Have a Cigar,,,,
b9d0,4,Wish You Were Here,,,,
b9d0,5,"Shine on You Crazy Diamond, Parts 6-9",,,,
bd5f,1,Pharaoh's Dance,,,,
bd5f,2,Bitches Brew (Listen To This),,,,
bd5f,3,Spanish Key,,,,
bd5f,4,John McLaughlin,,,,
bd5f,5,Miles Runs the Voodoo Down,,,,
bd5f,6,Sanctuary,,,,
bd5f,7,Feio,,,,
c192,1,Symbolic,,,,
c192,2,Zero Tolerance,,,,
c192,3,Empty Words,,,,
c192,4,Sacred Serenity,,,,
c192,5,"1, Eyes",,,,
c192,6,Without Judgement,,,,
c192,7,Crystal Mountain,,,,
c192,8,Misanthrope,,,,
c192,9,Perennial Quest,,,,
c192,10,Symbolic Acts (demo),,,,
c192,11,Zero Tolerance (demo),,,,
c192,12,Crystal Mountain (demo),,,,
c192,13,Misanthrope (demo),,,,
c192,14,Symbolic Acts (4-track demo),,,,
c1ca,1,The Bryden 2-Step (for Amphibians) Part 1,,,,
c1ca,2,The Collapso,,,,
c1ca,3,Squarer for Maud,,,,
c1ca,4,Dreams Wide Awake,,,,
c1ca,5,Binoculars,,,,
c1ca,6,Phl�kat�n,,,,
c1ca,7,The Bryden 2-Step (for Amphibians) Part 2,,,,
c563,1,"Larks' Tongues in Aspic, Part One",,,,
c563,2,Book of Saturday,,,,
c563,3,Exiles,,,,
c563,4,Easy Money,,,,
c563,5,The Talking Drum,,,,
c563,6,"Larks' Tongues in Aspic, Part Two",,,,
c68c,1,Of Two Beginnings,,,,
c68c,Chapter,1,,,,
c68c,2,Ending Theme,,,,
c68c,3,Fandango,,,,
c68c,4,A Trace of Blood,,,,
c68c,5,This Heart of Mine (I Pledge),,,,
c68c,Chapter,2,,,,
c68c,6,Undertow,,,,
c68c,7,Rope Ends,,,,
c68c,8,Chain Sling,,,,
c68c,9,Dryad of the Woods,,,,
c68c,Chapter,3,,,,
c68c,10,Remedy Lane,,,,
c68c,11,Waking Every God,,,,
c68c,12,Second Love,,,,
c68c,13,Beyond the Pale,,,,
c846,1,Thoughts for Naught,,,,
c846,2,A P.H.P.'s Advice,,,,
c846,3,Magick Mother Invocation,,,,
c846,4,Master Builder,,,,
c846,5,A Sprinkling of Clouds,,,,
c846,6,Perfect Mystery,,,,
c846,7,The Isle of Everywhere,,,,
c846,8,You Never Blow Your Trip Forever,,,,
c846,9,A PHP's Advice (alternate version),,,,
c8a1,1,Pantagruel's Nativity,,,,
c8a1,2,Edge of Twilight,,,,
c8a1,3,"The House, the Street, the Room",,,,
c8a1,4,Acquiring the Taste,,,,
c8a1,5,Wreck,,,,
c8a1,6,The Moon Is Down,,,,
c8a1,7,Black Cat,,,,
c8a1,8,Plain Truth,,,,
cd3f,1,Shhh/Peaceful,,,,
cd3f,a,Shhh,,,,
cd3f,b,Peaceful,,,,
cd3f,c,Shhh,,,,
cd3f,2,In A Silent Way/It's About That Time,,,,
cd3f,a,In A Silent Way,,,,
cd3f,b,It's About That Time,,,,
cd3f,c,In A Silent Way,,,,
ce62,1,Overture,,,,
ce62,2,The Trans-Love Express,,,,
ce62,3,Mirage,,,,
ce62,4,Enigmatic Ocean,,,,
ce62,5,Part I,,,,
ce62,6,Part II,,,,
ce62,7,Part III,,,,
ce62,8,Part IV,,,,
ce62,5,Nostalgic Lady,,,,
ce62,6,Struggle Of The Sea Turtle,,,,
ce62,7,Part I,,,,
ce62,8,Part II,,,,
ce62,9,Part III,,,,
cec9,1,Yours Is No Disgrace,,,,
cec9,2,Clap (live) (3:07) *,,,,
cec9,3,Starship Trooper,,,,
cec9,a,Life Seeker,,,,
cec9,b,Disillusion,,,,
cec9,c,W�rm,,,,
cec9,4,I've Seen All Good People,,,,
cec9,a,Your Move,,,,
cec9,b,All Good People,,,,
cec9,5,A Venture,,,,
cec9,6,Perpetual Change,,,,
cec9,7,"* Recorded Live at the Lyceum, London",,,,
cec9,7,Your Move (single version),,,,
cec9,8,Starship Trooper: Life Seeker (single version),,,,
cec9,9,Clap (studio version),,,,
cec9,1,"Yours Is No Disgrace (live, London 1971)",,,,
cec9,2,Clap (studio version),,,,
cec9,3,Starship Trooper: Life Seeker (single edit),,,,
cec9,4,"I've Seen All Good People (live, London 1971)",,,,
cec9,5,A Venture (extended mix),,,,
cec9,6,"Perpetual Change (live, New Haven 1971)",,,,
d018,1,Une nuit � Paris,,,,
d018,One,Night in Paris,,,,
d018,The,Same Night in Paris,,,,
d018,Later,the Same Night in Paris,,,,
d018,2,I'm Not in Love,,,,
d018,3,Blackmail,,,,
d018,4,The Second Sitting for the Last Supper,,,,
d018,5,Brand New Day,,,,
d018,6,Flying Junk,,,,
d018,7,Life Is a Minestrone,,,,
d018,8,The Film of My Love,,,,
d018,9,Channel Swimmer,,,,
d018,10,Good News,,,,
d61c,1,Dance on a Volcano,,,,
d61c,2,Entangled,,,,
d61c,3,Squonk,,,,
d61c,4,Mad Man Moon,,,,
d61c,5,"Robbery, Assault and Battery",,,,
d61c,6,Ripples,,,,
d61c,7,A Trick of the Tail,,,,
d61c,8,Los Endos,,,,
d61c,9,1-8. Full album in 5.1 Surround mix (Audio only),,,,
d61c,9,"Robbery, Assault and Battery (video clip)",,,,
d61c,10,Ripples... (video clip),,,,
d61c,11,A Trick of the Tail (video clip),,,,
d61c,12,Reissue Interviews 2007,,,,
d61c,13,I Know What I Like (In Your Wardrobe),,,,
d61c,14,Fly on a Windshield,,,,
d61c,15,Carpet Crawlers,,,,
d61c,16,The Cinema Show,,,,
d61c,17,Entangled,,,,
d61c,18,Supper's Ready,,,,
d61c,19,Los Endos,,,,
d61c,20,'White Rocks' Premiere Programme 1977 (stills gallery),,,,
d708,1,The Musical Box,,,,
d708,2,For Absent Friends,,,,
d708,3,The Return of the Giant Hogweed,,,,
d708,4,Seven Stones,,,,
d708,5,Harold the Barrel,,,,
d708,6,Harlequin,,,,
d708,7,The Fountain of Salmacis,,,,
d889,1,L'Evoluzione,,,,
d889,2,La Conquista Della Posizione Eretta,,,,
d889,3,Danza Dei Grandi Rettili,,,,
d889,4,Cento Mani E Cento Occhi,,,,
d889,5,"750,000 Anni Fa ... L'Amore?",,,,
d889,6,Miserere Alla Storia,,,,
d889,7,Ed Ora Io Domando Tempo Al Tempo Ed Egli Mi Risponde ... Non Ne Ho!,,,,
dfe8,1,Red,,,,
dfe8,2,Fallen Angel,,,,
dfe8,3,One More Red Nightmare,,,,
dfe8,4,Providence (8:10) *,,,,
dfe8,5,Starless,,,,
dfe8,6,"* Instrumental improv recorded at Palace Theatre, Providence, Rhode Island, US, June 30, 1974",,,,
dfe8,6,Red (Pre-overdub trio version),,,,
dfe8,7,Fallen Angel (Instrumental - Pre-overdub trio version),,,,
dfe8,8,Providence (Unedited Live version taken from 'The Great Deceiver'),,,,
dfe8,9,Bonus DVD-Video from 2009 remastered/remixed Anniv. edition,,,,
dfe8,10,DVD1 - DVD5 Original album new mix  in Stereo Hi Res,,,,
dfe8,Bonus,tracks in Stereo Hi Res -,,,,
dfe8,11,DVD6 	Red (Pre-overdub trio version),,,,
dfe8,12,DVD7 	Fallen Angel (Instrumental - Pre-overdub trio version),,,,
dfe8,13,DVD8 	Providence (Unedited Live version taken from 'The Great Deceiver'),,,,
dfe8,14,DVD9 	A Voyage To The Centre Of The Cosmos (Improv taken from The Great Deceiver),,,,
dfe8,15,DVD10-DVD14 Original album new Hi Res 5.1 Surround mix,,,,
dfe8,Bonus,Tracks in Hi Res 5.1 Surround mix -,,,,
dfe8,16,DVD15  	Fallen Angel (Instrumental - Pre-overdub trio version),,,,
dfe8,17,DVD16 	Providence (Unedited Live version taken from 'The Great Deceiver'),,,,
dfe8,18,DVD17 	A Voyage To The Centre Of The Cosmos (Improv taken from The Great Deceiver),,,,
dfe8,Video,content (Mono Audio) -,,,,
dfe8,19,Video 1 	Lark's Tongues In Aspic: Part II,,,,
dfe8,20,Video 2 	The Night Watch,,,,
dfe8,21,Video 3 	Lament,,,,
dfe8,22,Video 4 	Starless,,,,
dfe8,23,1.6 	Providence (Unedited Live version taken from 'The Great Deceiver'),,,,
dfe8,24,"1.7 	Starless (Live, recorded at Casino Arena, Asbury Park, June 26, 1974)",,,,
dfe8,25,2.1 - 2.5  New Stereo Mix by Fripp & Steven Wilson,,,,
dfe8,Bonus,Tracks -,,,,
dfe8,26,2.6 	Red (Pre-overdub trio version),,,,
dfe8,27,2.7 	Fallen Angel  (Instrumental - Pre-overdub trio version),,,,
e0f7,1,Blackest Eyes,,,,
e0f7,2,Trains,,,,
e0f7,3,Lips of Ashes,,,,
e0f7,4,The Sound of Muzak,,,,
e0f7,5,Gravity Eyelids,,,,
e0f7,6,Wedding Nails,,,,
e0f7,7,Prodigal,,,,
e0f7,8,.3,,,,
e0f7,9,The Creator Has a Mastertape,,,,
e0f7,10,Heartattack in a Layby,,,,
e0f7,11,Strip the Soul,,,,
e0f7,12,Collapse the Light into Earth,,,,
e0f7,13,Bonus video on CD-ROM section for PC / MAC,,,,
e0f7,1,Strip The Soul,,,,
e0f7,1,Drown with Me (5:23) *,,,,
e0f7,2,Chloroform (7:16) *,,,,
e0f7,3,Strip the Soul (video edit),,,,
e0f7,4,* Recorded during album sessions,,,,
e3e5,1,Ace of Wands,,,,
e3e5,2,"Hands of the Priestess, Part I",,,,
e3e5,3,A Tower Struck Down,,,,
e3e5,4,"Hands of the Priestess, Part II",,,,
e3e5,5,The Hermit,,,,
e3e5,6,Star of Sirius,,,,
e3e5,7,The Lovers,,,,
e3e5,8,Shadow of the Hierophant,,,,
e3e5,9,Ace of Wands (live) (5:25) *,,,,
e3e5,10,Shadow of the Hierophant (extended playout version),,,,
e641,1,Ommadawn Part 1,,,,
e641,2,"Ommadawn Part 2 (incl. ""On Horseback"")",,,,
e641,3,In Dulce Jubilo,,,,
e641,3,In Dulce Jubilo,,,,
e641,4,First Excursion,,,,
e641,5,Argiers,,,,
e641,6,Portsmouth,,,,
e641,1,- 2. Original 1975 Stereo mix,,,,
e641,3,"Ommadawn (Lost 1975 demo, previously unreleased)",,,,
e641,1,"- 2. Ommadawn 2010 Surround mix, 448 Kbps lossy Dolby Digital 5.1",,,,
e641,Original,Promotional Videos -,,,,
e641,3,In Dulce Jubilo,,,,
e641,4,Portsmouth,,,,
e6f7,1,Medieval Overture,,,,
e6f7,2,Sorceress,,,,
e6f7,3,The Romantic Warrior,,,,
e6f7,4,Majestic Dance,,,,
e6f7,5,The Magician,,,,
e6f7,6,Duel of the Jester and the Tyrant,,,,
ebbb,1,Close to the Edge,,,,
ebbb,i,The Solid Time of Change,,,,
ebbb,ii,Total Mass Retain,,,,
ebbb,iii,I Get Up I Get Down,,,,
ebbb,iv,Seasons of Man,,,,
ebbb,2,And You and I,,,,
ebbb,i,Cord of Life,,,,
ebbb,ii,Eclipse,,,,
ebbb,iii,"The Preacher, the Teacher",,,,
ebbb,iv,Apocalypse,,,,
ebbb,3,Siberian Khatru,,,,
ebbb,4,America (single version),,,,
ebbb,5,Total Mass Retain (single version),,,,
ebbb,6,And You and I (alternative version) (10:17) *,,,,
ebbb,7,"Siberia (studio run-through of ""Siberian Khatru"") (9:19) *",,,,
ebbb,8,* Previously unreleased,,,,
ed51,1,Flight Over Rio,,,,
ed51,2,Midnight Tango,,,,
ed51,3,Mediterranean Sundance,,,,
ed51,4,Race With Devil On Spanish Highway,,,,
ed51,5,"Lady Of Rome, Sister Of Brazil",,,,
ed51,6,Elegant Gypsy Suite,,,,
ee53,1,Pull Me Under,,,,
ee53,2,Another Day,,,,
ee53,3,Take the Time,,,,
ee53,4,Surrounded,,,,
ee53,5,"Metropolis - Part I ""The Miracle and the Sleeper""",,,,
ee53,6,Under a Glass Moon,,,,
ee53,7,Wait for Sleep,,,,
ee53,8,Learning to Live,,,,
ef2d,1,The Marriage of Figaro: Overture,,,,
ef2d,2,Eine Kleine Nachtmusik: Rondo,,,,
ef2d,3,"The Marriage of Figaro: Non So Piu, Cosa...",,,,
ef2d,4,Symphony No. 34: Last Movement,,,,
ef2d,5,"Symphony No. 35 (""Hafner""): Andante",,,,
ef2d,6,The Magic Flute: Overture,,,,
ef2d,7,Eine Kleine Nachtmusik: Romanza,,,,
ef2d,8,Horn Concerto No. 4 in E Flat: Rondo,,,,
ef2d,9,Don Giovanni: La Ci Darem la Mano,,,,
ef2d,10,A Musical Joke: Presto,,,,
ef2d,11,"Come, Sweet May",,,,
ef2d,12,Alla Turka: Rondo,,,,
f180,1,21st Century Schizoid Man,,,,
f180,a,Mirrors,,,,
f180,2,I Talk to the Wind,,,,
f180,3,Epitaph,,,,
f180,a,March for No Reason,,,,
f180,b,Tomorrow and Tomorrow,,,,
f180,4,Moonchild,,,,
f180,a,The Dream,,,,
f180,b,The Illusion,,,,
f180,5,The Court of the Crimson King,,,,
f180,a,The Return of the Fire Witch,,,,
f180,b,The Dance of the Puppets,,,,
f180,6,"2LP 2019 Steven Wilson remix/remaster, 2nd Disc (alternative album)",,,,
f180,7,C1. 21st Century Schizoid Man (June 1969 take with 2019 overdubs),,,,
f180,8,C2. I Talk to the Wind (alternate 2019 mix),,,,
f180,9,"C3. Epitaph (alternate take, 2019 mix)",,,,
f180,10,"D1. Epitaph (vocals isolated/highlighted, 2019 mix)",,,,
f180,11,"D2. Moonchild (take 1, 2019 mix)",,,,
f180,12,"D3. The Court of the Crimson King (June 1969 take, 2019 mix)",,,,
f180,13,"D4. 21st Century Schizoid Man (trio version, 2019 mix)",,,,
f590,1,The Gates of Delirium,,,,
f590,2,Sound Chaser,,,,
f590,3,To Be Over,,,,
f590,4,Soon (single edit),,,,
f590,5,Sound Chaser (single edit),,,,
f590,6,The Gates of Delirium (studio run-through) (21:16) *,,,,
f590,7,* Previously unreleased,,,,
fcf0,1,From the Outside In,,,,
fcf0,2,The Road of Bones,,,,
fcf0,3,Without Walls,,,,
fcf0,4,Ocean,,,,
fcf0,5,Until the End,,,,
fcf0,6,Bonus disc on Box Set & Limited edition,,,,
fcf0,1,Knucklehead,,,,
fcf0,2,1312 Overture,,,,
fcf0,3,Constellations,,,,
fcf0,4,Fall and Rise,,,,
fcf0,5,Ten Million Demons,,,,
fcf0,6,Hardcore,,,,
fcf0,7,"Bonus disc #2 on Box Set - ""The Road of Bonus""",,,,
fcf0,1,From the Outside In (first studio run-through),,,,
fcf0,2,The Road of Bones (first studio run-through),,,,
fcf0,3,Ocean (piano/vocal version),,,,
fcf0,4,The Slender Sky,,,,
fcf0,5,McDozenStrings,,,,
fcf0,6,Without Walls (live medley),,,,
fcf0,7,From the Outside In (live),,,,
ff06,1,Introduzione,,,,
ff06,2,Impressioni di Settembre,,,,
ff06,3,E' Festa,,,,
ff06,4,Dove... Quando... (Parte I),,,,
ff06,5,Dove... Quando... (Parte II),,,,
ff06,6,La Carrozza di Hans,,,,
ff06,7,Grazie Davvero,,,,
ffdb,1,The Spirit of Radio,,,,
ffdb,2,Freewill,,,,
ffdb,3,Jacob's Ladder,,,,
ffdb,4,Entre Nous,,,,
ffdb,5,Different Strings,,,,
ffdb,6,Natural Science,,,,
ffdb,i,Tide Pools,,,,
ffdb,ii,Hyperspace,,,,
ffdb,iii,Permanent Waves,,,,
